satellite_id,OBJECT_NAME,OWNER,OBJECT_TYPE,ALTITUDE_MEAN_KM,INCLINATION,ORBIT_CLASS,collision_score,pc_annual,pc_annual_pct,n_events_total,n_high_risk,n_medium_risk,n_low_risk,n_emergency,avg_miss_distance_m,min_miss_distance_m,max_pc_event,max_pc_event_pct,events_per_month_estimated,data_quality,data_source,extrapolated,data_period_days,imputation_confidence,n_peers_used
59702,STARLINK-32087,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59703,STARLINK-32086,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59704,STARLINK-32098,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59708,STARLINK-11107 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59709,STARLINK-11088 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59710,STARLINK-11092 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59711,STARLINK-11082 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59712,STARLINK-11108 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59713,STARLINK-11100 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59714,STARLINK-11094 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59715,STARLINK-11101 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59716,STARLINK-11099 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59717,STARLINK-11084 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59718,STARLINK-11103 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59719,STARLINK-11096 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59720,STARLINK-11095 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59721,STARLINK-31834,US,PAYLOAD,475.5,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59722,STARLINK-31843,US,PAYLOAD,475.5,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59723,STARLINK-31766,US,PAYLOAD,475.0,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59724,STARLINK-31836,US,PAYLOAD,475.0,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59725,STARLINK-31820,US,PAYLOAD,475.0,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59726,STARLINK-31642,US,PAYLOAD,475.5,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59727,STARLINK-31827,US,PAYLOAD,475.0,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59728,SHIYAN-23 (SY-23),PRC,PAYLOAD,608.5,97.77,LEO,75.6,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_21,False,0,MEDIUM,21.0
59730,STARLINK-31472,US,PAYLOAD,480.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59731,STARLINK-31817,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59732,STARLINK-31841,US,PAYLOAD,417.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59733,STARLINK-31833,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59734,STARLINK-31849,US,PAYLOAD,483.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59735,STARLINK-31661,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59736,STARLINK-31707,US,PAYLOAD,483.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59737,STARLINK-31821,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59738,STARLINK-31819,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59739,STARLINK-31726,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59740,STARLINK-31759,US,PAYLOAD,483.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59741,STARLINK-31818,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59742,STARLINK-31816,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59743,STARLINK-31809,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59744,STARLINK-31779,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59745,STARLINK-31805,US,PAYLOAD,483.5,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59746,STARLINK-31681,US,PAYLOAD,483.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59747,STARLINK-31636,US,PAYLOAD,483.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59748,STARLINK-31640,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59749,STARLINK-31677,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59750,STARLINK-31783,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59751,STARLINK-31808,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59752,STARLINK-31822,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59753,STARLINK-11125 [DTC],US,PAYLOAD,201.0,53.13,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
59754,STARLINK-11118 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59755,STARLINK-11132 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59756,STARLINK-11131 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59757,STARLINK-11114 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59758,STARLINK-11105 [DTC],US,PAYLOAD,359.5,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59759,STARLINK-11097 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59760,STARLINK-11098 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59761,STARLINK-11117 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59762,STARLINK-11110 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59763,STARLINK-11104 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59764,STARLINK-11111 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59765,STARLINK-11106 [DTC],US,PAYLOAD,360.0,53.16,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59766,STARLINK-31739,US,PAYLOAD,475.0,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59767,STARLINK-31828,US,PAYLOAD,475.5,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59768,STARLINK-31826,US,PAYLOAD,475.5,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59769,STARLINK-31830,US,PAYLOAD,475.0,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59770,STARLINK-31829,US,PAYLOAD,475.0,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59771,STARLINK-31786,US,PAYLOAD,475.5,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59772,STARLINK-31835,US,PAYLOAD,475.0,53.16,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
59773,COSMOS 2576,CIS,PAYLOAD,486.5,97.42,LEO,77.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_12,False,0,MEDIUM,12.0
59774,OBJECT B,CIS,PAYLOAD,499.5,97.62,LEO,75.6,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_13,False,0,MEDIUM,13.0
59775,OBJECT C,CIS,PAYLOAD,498.0,97.64,LEO,75.6,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_13,False,0,MEDIUM,13.0
59776,OBJECT D,CIS,PAYLOAD,489.0,97.63,LEO,77.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_12,False,0,MEDIUM,12.0
59777,OBJECT E,CIS,PAYLOAD,489.0,97.63,LEO,77.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_12,False,0,MEDIUM,12.0
59778,OBJECT F,CIS,PAYLOAD,487.5,97.63,LEO,77.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_12,False,0,MEDIUM,12.0
59779,OBJECT G,CIS,PAYLOAD,786.0,98.65,LEO,76.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_22,False,0,MEDIUM,22.0
59780,OBJECT H,CIS,PAYLOAD,786.0,98.65,LEO,76.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_22,False,0,MEDIUM,22.0
59781,OBJECT J,CIS,PAYLOAD,786.0,98.65,LEO,76.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_22,False,0,MEDIUM,22.0
59782,STARLINK-31363,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59783,STARLINK-31868,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59784,STARLINK-31848,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59785,STARLINK-31890,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59786,STARLINK-31862,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59787,STARLINK-31870,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59788,STARLINK-31888,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59789,STARLINK-31863,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59790,STARLINK-31873,US,PAYLOAD,483.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59791,STARLINK-31865,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59792,STARLINK-31893,US,PAYLOAD,220.0,42.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
59793,STARLINK-31901,US,PAYLOAD,224.0,42.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
59794,STARLINK-31823,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59795,STARLINK-31916,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59796,STARLINK-31915,US,PAYLOAD,181.0,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
59797,STARLINK-31907,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59798,STARLINK-31687,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59799,STARLINK-31810,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59800,STARLINK-31812,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59801,STARLINK-31815,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59802,STARLINK-31814,US,PAYLOAD,483.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59803,STARLINK-31794,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59804,STARLINK-31824,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59805,OBJECT A,PRC,PAYLOAD,516.0,97.42,LEO,80.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_14,False,0,MEDIUM,14.0
59806,OBJECT B,PRC,PAYLOAD,514.5,97.42,LEO,80.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_14,False,0,MEDIUM,14.0
59807,OBJECT C,PRC,PAYLOAD,515.5,97.42,LEO,80.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_14,False,0,MEDIUM,14.0
59808,OBJECT D,PRC,PAYLOAD,515.5,97.42,LEO,80.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_14,False,0,MEDIUM,14.0
59809,OBJECT K,CIS,PAYLOAD,489.0,97.63,LEO,77.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_12,False,0,MEDIUM,12.0
59810,OBJECT A,PRC,PAYLOAD,532.0,97.56,LEO,84.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_15,False,0,MEDIUM,15.0
59811,OBJECT B,PRC,PAYLOAD,177.5,97.55,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
59812,OBJECT C,PRC,PAYLOAD,447.5,97.56,LEO,69.8,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_9,False,0,MEDIUM,9.0
59813,OBJECT D,PRC,PAYLOAD,430.0,97.56,LEO,66.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_8,False,0,MEDIUM,8.0
59814,USA 354,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59815,USA 355,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59816,USA 356,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59817,USA 357,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59818,USA 358,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59819,USA 359,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59820,USA 360,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59821,USA 361,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59822,USA 362,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59823,USA 363,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59824,USA 364,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59825,USA 365,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59826,USA 366,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59827,USA 367,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59828,USA 368,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59829,USA 369,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59830,USA 370,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59831,USA 371,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59832,USA 372,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59833,USA 373,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59834,USA 374,US,PAYLOAD,577.0,70.0,LEO,65.7,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
59835,STARLINK-31947,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59836,STARLINK-31929,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59837,STARLINK-31927,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59838,STARLINK-31855,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59839,STARLINK-31887,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59840,STARLINK-31925,US,PAYLOAD,467.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59841,STARLINK-31852,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59842,STARLINK-31906,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59843,STARLINK-31857,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59844,STARLINK-31851,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59845,STARLINK-31903,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59846,STARLINK-31922,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59847,STARLINK-31889,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59848,STARLINK-31859,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59849,STARLINK-31895,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59850,STARLINK-31899,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59851,STARLINK-31896,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59852,STARLINK-31897,US,PAYLOAD,357.0,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
59853,STARLINK-31892,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59854,STARLINK-31891,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59855,STARLINK-31882,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59856,STARLINK-31691,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59857,STARLINK-31569,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59858,STARLINK-31654,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59859,STARLINK-31442,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59860,STARLINK-31651,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59861,STARLINK-31703,US,PAYLOAD,209.0,42.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
59862,STARLINK-31584,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59863,STARLINK-31950,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59864,STARLINK-31931,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59865,STARLINK-31938,US,PAYLOAD,483.0,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59866,STARLINK-31941,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59867,STARLINK-31952,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59868,STARLINK-31921,US,PAYLOAD,483.5,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59869,STARLINK-31760,US,PAYLOAD,483.5,43.01,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59870,STARLINK-31945,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59871,STARLINK-31937,US,PAYLOAD,483.0,42.99,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
59872,STARLINK-31944,US,PAYLOAD,282.0,42.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
59873,STARLINK-31940,US,PAYLOAD,483.0,43.0,LEO,42.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
