satellite_id,OBJECT_NAME,OWNER,OBJECT_TYPE,ALTITUDE_MEAN_KM,INCLINATION,ORBIT_CLASS,collision_score,pc_annual,pc_annual_pct,n_events_total,n_high_risk,n_medium_risk,n_low_risk,n_emergency,avg_miss_distance_m,min_miss_distance_m,max_pc_event,max_pc_event_pct,events_per_month_estimated,data_quality,data_source,extrapolated,data_period_days,imputation_confidence,n_peers_used
44367,GLOBAL-3,US,PAYLOAD,170.0,44.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44369,ACRUX 1,AUS,PAYLOAD,199.5,44.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44370,SPACEBEE-9,US,PAYLOAD,177.0,44.97,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44371,SPACEBEE-8,US,PAYLOAD,223.0,44.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44374,PROMETHEUS 2-7,US,PAYLOAD,229.0,44.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44376,OCULUS-ASR SPHERE 1,US,PAYLOAD,493.5,28.51,LEO,35.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44386,PROMETHEUS 2-6,US,PAYLOAD,240.0,28.52,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44387,METEOR-M2 2,CIS,PAYLOAD,811.0,98.89,LEO,72.8,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_23,False,0,MEDIUM,23.0
44388,OBJECT B,TBD,PAYLOAD,213.0,97.79,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44389,ICEYE-X5,FIN,PAYLOAD,456.0,97.91,LEO,84.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_11,False,0,MEDIUM,11.0
44390,ICEYE-X4,FIN,PAYLOAD,499.0,97.9,LEO,75.6,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_13,False,0,MEDIUM,13.0
44391,NSL-1,ISRA,PAYLOAD,295.0,97.86,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44398,MOVE-IIB,GER,PAYLOAD,225.5,97.65,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44399,DOT-1,UK,PAYLOAD,178.5,97.67,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44403,LEMUR-2-MORAG,US,PAYLOAD,161.0,97.62,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44404,SOKRAT,CIS,PAYLOAD,172.0,97.64,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44408,MOMENTUS-X1,US,PAYLOAD,421.5,97.72,LEO,66.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_8,False,0,MEDIUM,8.0
44411,LEMUR-2-GREGROBINSON,US,PAYLOAD,173.5,97.6,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44412,BEESAT 9,GER,PAYLOAD,185.5,97.66,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44414,OBJECT AE,TBD,PAYLOAD,185.5,97.66,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44416,QUANTUM-RADAR 3,US,PAYLOAD,188.0,51.61,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44418,ORCA-1,US,PAYLOAD,183.0,51.62,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44420,LIGHTSAIL 2,US,PAYLOAD,366.5,23.99,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44421,COSMOS 2535,CIS,PAYLOAD,594.5,97.61,LEO,80.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_20,False,0,MEDIUM,20.0
44422,COSMOS 2536,CIS,PAYLOAD,178.0,97.62,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44423,COSMOS 2537,CIS,PAYLOAD,180.5,97.68,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44424,COSMOS 2538,CIS,PAYLOAD,516.0,97.62,LEO,80.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_14,False,0,MEDIUM,14.0
44426,SWIATOWID,POL,PAYLOAD,187.5,51.62,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44431,VCC B,US,PAYLOAD,200.0,51.61,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44437,SOYUZ-MS 13,CIS,PAYLOAD,414.0,51.65,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44443,CAS-7B,PRC,PAYLOAD,209.0,42.72,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44446,DRAGON CRS-18,US,PAYLOAD,405.5,51.65,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44449,YAOGAN-30 06A,PRC,PAYLOAD,564.5,34.99,LEO,43.6,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44450,YAOGAN-30 06B,PRC,PAYLOAD,565.0,34.99,LEO,43.6,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44451,YAOGAN-30 06C,PRC,PAYLOAD,565.0,34.99,LEO,43.6,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44455,PROGRESS-MS 12,CIS,PAYLOAD,416.5,51.65,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44484,AEROCUBE 10B (DOUGSAT),US,PAYLOAD,184.5,51.6,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44487,WEILAI 3,PRC,PAYLOAD,205.5,97.36,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44495,BRO-1,FR,PAYLOAD,420.5,45.01,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44497,PEARL WHITE 1,US,PAYLOAD,184.5,44.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44498,PEARL WHITE 2,US,PAYLOAD,170.5,44.98,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44499,GLOBAL-4,US,PAYLOAD,436.0,45.01,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44504,SOYUZ-MS 14,CIS,PAYLOAD,415.5,51.65,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44516,AC 10A PROBE (VENTURINI),US,PAYLOAD,265.5,51.62,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44517,COSMOS 2540,CIS,PAYLOAD,943.0,99.22,LEO,60.1,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_7,False,0,MEDIUM,7.0
44520,KX-09,PRC,PAYLOAD,580.5,97.79,LEO,84.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_21,False,0,MEDIUM,21.0
44528,ZY-1 02D,PRC,PAYLOAD,773.5,98.36,LEO,76.8,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_23,False,0,MEDIUM,23.0
44529,BNU-1 (JINGSHI 1),PRC,PAYLOAD,732.0,98.58,LEO,76.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_28,False,0,MEDIUM,28.0
44530,TAURUS-1 (JINNIUZUO 1),PRC,PAYLOAD,669.0,98.62,LEO,75.6,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_21,False,0,MEDIUM,21.0
44536,ZHUHAI-1 03B,PRC,PAYLOAD,454.5,97.53,LEO,84.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_11,False,0,MEDIUM,11.0
44537,ZHUHAI-1 03C,PRC,PAYLOAD,420.5,97.56,LEO,66.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_8,False,0,MEDIUM,8.0
44538,ZHUHAI-1 03D,PRC,PAYLOAD,463.0,97.51,LEO,84.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_11,False,0,MEDIUM,11.0
44539,ZHUHAI-1 03E,PRC,PAYLOAD,474.5,97.53,LEO,77.4,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_12,False,0,MEDIUM,12.0
44546,HTV-8 (KOUNOTORI 8),JPN,PAYLOAD,272.0,51.64,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44547,YUNHAI-1 02,PRC,PAYLOAD,783.0,98.42,LEO,76.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_22,False,0,MEDIUM,22.0
44550,SOYUZ-MS 15,CIS,PAYLOAD,420.5,51.64,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44622,GAOFEN-10R,PRC,PAYLOAD,621.0,98.01,LEO,87.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_18,False,0,MEDIUM,18.0
44628,ICON,US,PAYLOAD,553.0,26.99,LEO,45.3,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
44634,PALISADE,US,PAYLOAD,1216.0,87.9,LEO,52.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_3,False,0,LOW,3.0
44701,CYGNUS NG-12,US,PAYLOAD,462.5,51.62,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44703,GAOFEN-7,PRC,PAYLOAD,501.5,97.28,LEO,80.2,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_14,False,0,MEDIUM,14.0
44704,SRSS-1,SDN,PAYLOAD,160.5,97.36,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44706,XIAOXIANG 1-08,PRC,PAYLOAD,183.0,97.38,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44713,STARLINK-1007,US,PAYLOAD,192.5,53.04,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44714,STARLINK-1008,US,PAYLOAD,547.0,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44715,STARLINK-1009,US,PAYLOAD,163.0,53.03,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44716,STARLINK-1010,US,PAYLOAD,321.0,53.05,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44717,STARLINK-1011,US,PAYLOAD,349.5,53.05,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44718,STARLINK-1012,US,PAYLOAD,547.0,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44721,STARLINK-1015,US,PAYLOAD,183.5,53.03,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44722,STARLINK-1016,US,PAYLOAD,187.0,53.04,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44723,STARLINK-1017,US,PAYLOAD,529.0,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44724,STARLINK-1019,US,PAYLOAD,547.5,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44725,STARLINK-1020,US,PAYLOAD,547.0,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44726,STARLINK-1021,US,PAYLOAD,256.0,53.04,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44728,STARLINK-1023,US,PAYLOAD,196.0,53.06,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44730,STARLINK-1025,US,PAYLOAD,180.0,53.0,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44731,STARLINK-1026,US,PAYLOAD,173.0,53.03,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44734,STARLINK-1029,US,PAYLOAD,277.5,53.05,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44736,STARLINK-1031,US,PAYLOAD,444.0,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44737,STARLINK-1032,US,PAYLOAD,171.0,53.03,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44738,STARLINK-1033,US,PAYLOAD,182.0,53.05,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44739,STARLINK-1034,US,PAYLOAD,172.5,52.94,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44741,STARLINK-1036,US,PAYLOAD,547.0,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44743,STARLINK-1038,US,PAYLOAD,167.5,53.03,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44744,STARLINK-1039,US,PAYLOAD,534.0,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44746,STARLINK-1041,US,PAYLOAD,246.0,53.04,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44747,STARLINK-1042,US,PAYLOAD,441.5,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44748,STARLINK-1043,US,PAYLOAD,547.0,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44749,STARLINK-1044,US,PAYLOAD,184.0,53.03,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44750,STARLINK-1045,US,PAYLOAD,170.5,52.96,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44751,STARLINK-1046,US,PAYLOAD,547.5,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44752,STARLINK-1047,US,PAYLOAD,480.5,53.07,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44753,STARLINK-1048,US,PAYLOAD,547.0,53.05,LEO,54.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_2,False,0,LOW,2.0
44754,STARLINK-1049,US,PAYLOAD,182.0,53.03,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44756,STARLINK-1051,US,PAYLOAD,195.0,53.03,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44757,STARLINK-1052,US,PAYLOAD,187.5,53.01,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
44758,STARLINK-1053,US,PAYLOAD,396.5,53.04,LEO,65.9,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_1,False,0,LOW,1.0
44759,STARLINK-1054,US,PAYLOAD,352.0,53.04,LEO,45.0,,,0,0,0,0,0,,,,,,,IMPUTED_PEER_0,False,0,BASELINE,0.0
