satellite_id,OBJECT_NAME,OWNER,OBJECT_TYPE,ALTITUDE_MEAN_KM,ORBIT_CLASS,bors_score,age_factor,tri,operator_heritage_index,infant_mortality_flag,cqi,hi,mri,svi,age_years,expected_lifetime_years,launch_mass_kg,contractor_tier,operator_tier,purpose
51146,STARLINK-3354,US,PAYLOAD,540.0,LEO,56.2,0.533,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.73,7,100.0,3,3,Communications
51147,STARLINK-3352,US,PAYLOAD,527.5,LEO,56.2,0.533,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.73,7,100.0,3,3,Communications
51148,STARLINK-3359,US,PAYLOAD,540.0,LEO,56.2,0.533,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.73,7,100.0,3,3,Communications
51149,STARLINK-3360,US,PAYLOAD,540.0,LEO,56.2,0.533,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.73,7,100.0,3,3,Communications
51150,STARLINK-3357,US,PAYLOAD,540.0,LEO,56.2,0.533,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.73,7,100.0,3,3,Communications
51151,STARLINK-3361,US,PAYLOAD,321.0,LEO,56.2,0.533,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.73,7,100.0,3,3,Communications
51152,STARLINK-3364,US,PAYLOAD,539.5,LEO,56.2,0.533,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.73,7,100.0,3,3,Communications
51284,LUDI TANCE 1-01A (L-SAR 01A),PRC,PAYLOAD,603.0,LEO,56.1,0.531,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.72,7,100.0,3,3,Communications
51288,ELSA-D CLIENT,JPN,PAYLOAD,399.0,LEO,59.8,0.652,0.705,0.7,0.1,0.5,0.8,0.7,0.8,4.56,7,100.0,3,3,Communications
51439,GASPACS,US,PAYLOAD,267.0,LEO,72.2,1.0,0.755,0.7,0.1,0.7,0.8,0.7,0.8,26.9,2,1.33,3,3,Communications
51440,OBJECT TC,TBD,PAYLOAD,192.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,26.9,12,800.0,3,3,Communications
51441,OBJECT TD,TBD,PAYLOAD,168.0,LEO,65.0,1.0,0.575,0.7,0.1,0.3,0.8,0.3,0.8,26.9,12,800.0,3,3,Communications
51444,CSG-2,IT,PAYLOAD,622.5,LEO,56.1,0.529,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.7,7,100.0,3,3,Communications
51445,USA 326,US,PAYLOAD,502.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.7,7,100.0,3,3,Communications
51457,STARLINK B,US,PAYLOAD,252.5,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51458,STARLINK C,US,PAYLOAD,231.5,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51459,STARLINK D,US,PAYLOAD,239.5,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51461,STARLINK-3181,US,PAYLOAD,540.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51462,STARLINK-3166,US,PAYLOAD,540.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51463,STARLINK-3419,US,PAYLOAD,540.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51464,STARLINK-3189,US,PAYLOAD,540.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51465,STARLINK-3401,US,PAYLOAD,539.5,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51466,STARLINK L,US,PAYLOAD,213.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51467,STARLINK-3178,US,PAYLOAD,540.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51468,STARLINK-3174,US,PAYLOAD,540.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51469,STARLINK-3182,US,PAYLOAD,540.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51471,STARLINK-3165,US,PAYLOAD,171.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51472,STARLINK-3415,US,PAYLOAD,540.0,LEO,56.0,0.528,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.69,7,100.0,3,3,Communications
51510,GT-1,US,PAYLOAD,179.5,LEO,69.8,1.0,0.695,0.7,0.1,0.7,0.8,0.7,0.4,26.9,2,1.33,3,3,Science
51622,ONEWEB-0410,UK,PAYLOAD,1194.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51623,ONEWEB-0411,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51624,ONEWEB-0415,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51625,ONEWEB-0416,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51626,ONEWEB-0422,UK,PAYLOAD,1194.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51627,ONEWEB-0423,UK,PAYLOAD,1194.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51628,ONEWEB-0425,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51629,ONEWEB-0428,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51630,ONEWEB-0431,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51631,ONEWEB-0434,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51632,ONEWEB-0435,UK,PAYLOAD,1222.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51633,ONEWEB-0436,UK,PAYLOAD,1193.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51634,ONEWEB-0438,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51635,ONEWEB-0439,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51636,ONEWEB-0442,UK,PAYLOAD,1193.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51637,ONEWEB-0443,UK,PAYLOAD,1194.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51638,ONEWEB-0444,UK,PAYLOAD,1222.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51639,ONEWEB-0445,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51640,ONEWEB-0446,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51641,ONEWEB-0448,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51642,ONEWEB-0449,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51643,ONEWEB-0451,UK,PAYLOAD,1193.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51644,ONEWEB-0452,UK,PAYLOAD,1194.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51645,ONEWEB-0455,UK,PAYLOAD,813.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51646,ONEWEB-0456,UK,PAYLOAD,1222.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51647,ONEWEB-0457,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51648,ONEWEB-0458,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51649,ONEWEB-0461,UK,PAYLOAD,1193.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51650,ONEWEB-0463,UK,PAYLOAD,1193.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51651,ONEWEB-0464,UK,PAYLOAD,1222.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51652,ONEWEB-0468,UK,PAYLOAD,1222.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51653,ONEWEB-0473,UK,PAYLOAD,1221.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51654,ONEWEB-0474,UK,PAYLOAD,1222.0,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51655,ONEWEB-0475,UK,PAYLOAD,1193.5,LEO,55.9,0.525,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.67,7,100.0,3,3,Communications
51656,EOS-4,IND,PAYLOAD,527.5,LEO,55.9,0.523,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.66,7,100.0,3,3,Communications
51657,INSPIRESAT 1,IND,PAYLOAD,409.0,LEO,55.9,0.523,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.66,7,100.0,3,3,Communications
51712,CYGNUS NG-17,US,PAYLOAD,281.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.65,7,100.0,3,3,Communications
51714,STARLINK-3528,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51715,STARLINK-3533,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51716,STARLINK-3543,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51717,STARLINK-3445,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51718,STARLINK-3546,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51719,STARLINK-3540,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51720,STARLINK-3526,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51721,STARLINK-3524,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51722,STARLINK-3535,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51723,STARLINK-3531,US,PAYLOAD,169.5,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51724,STARLINK-3529,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51725,STARLINK-3522,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51726,STARLINK-3527,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51727,STARLINK-3532,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51728,STARLINK-3448,US,PAYLOAD,244.5,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51729,STARLINK-3523,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51731,STARLINK-3514,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51732,STARLINK-3518,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51733,STARLINK-3525,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51734,STARLINK-3450,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51735,STARLINK-3517,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51736,STARLINK-3447,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51737,STARLINK-3509,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51738,STARLINK-3515,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51739,STARLINK-3516,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51740,STARLINK-3500,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51741,STARLINK-3520,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51742,STARLINK-3521,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51743,STARLINK-3512,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51744,STARLINK-3452,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51745,STARLINK-3449,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51746,STARLINK-3502,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51747,STARLINK-3446,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51748,STARLINK-3501,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51749,STARLINK-3451,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51750,STARLINK-3505,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51751,STARLINK-3506,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51752,STARLINK-3511,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51753,STARLINK-3507,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51754,STARLINK-3457,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51755,STARLINK-3460,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51756,STARLINK-3513,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51757,STARLINK-3459,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51758,STARLINK-3458,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51759,STARLINK-3456,US,PAYLOAD,540.0,LEO,55.8,0.521,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.64,7,100.0,3,3,Communications
51768,STARLINK-3622,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51769,STARLINK-3621,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51770,STARLINK-3612,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51771,STARLINK-3614,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51772,STARLINK-3623,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51773,STARLINK-3624,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51774,STARLINK-3629,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51775,STARLINK-3620,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51776,STARLINK-3608,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51777,STARLINK-3625,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51778,STARLINK-3615,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51779,STARLINK-3611,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51780,STARLINK-3617,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51781,STARLINK-3580,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51782,STARLINK-3616,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51783,STARLINK-3628,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51784,STARLINK-3632,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51785,STARLINK-3646,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51786,STARLINK-3638,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51787,STARLINK-3619,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51788,STARLINK-3641,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51789,STARLINK-3639,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51790,STARLINK-3631,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51791,STARLINK-3602,US,PAYLOAD,539.5,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51792,STARLINK-3626,US,PAYLOAD,539.5,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51793,STARLINK-3633,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51794,STARLINK-3573,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51795,STARLINK-3586,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51796,STARLINK-3630,US,PAYLOAD,258.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51797,STARLINK-3627,US,PAYLOAD,174.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51798,STARLINK-3634,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51799,STARLINK-3637,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51801,STARLINK-3592,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51802,STARLINK-3557,US,PAYLOAD,403.5,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51803,STARLINK-3544,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51804,STARLINK-3601,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51805,STARLINK-3605,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51807,STARLINK-3606,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51808,STARLINK-3609,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51809,STARLINK-3607,US,PAYLOAD,539.5,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51810,STARLINK-3613,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51811,STARLINK-3569,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51812,STARLINK-3610,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51813,STARLINK-3552,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51814,STARLINK-3599,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51815,STARLINK-3604,US,PAYLOAD,539.5,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51816,STARLINK-3603,US,PAYLOAD,540.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51817,STARLINK-3596,US,PAYLOAD,177.5,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51822,LUDI TANCE 1-01B (L-SAR 01B),PRC,PAYLOAD,603.0,LEO,55.8,0.519,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51824,OBJECT A,PRC,PAYLOAD,373.5,LEO,55.7,0.518,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51825,OBJECT B,PRC,PAYLOAD,428.5,LEO,55.7,0.518,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
51826,JILIN-1 MF02A01,PRC,PAYLOAD,170.5,LEO,55.7,0.518,0.705,0.7,0.1,0.5,0.8,0.7,0.8,3.63,7,100.0,3,3,Communications
