NORAD_CAT_ID,OBJECT_NAME,OWNER,OBJECT_TYPE,OPS_STATUS_CODE,LAUNCH_DATE,LAUNCH_SITE,LAUNCH_YEAR,PERIOD,INCLINATION,APOGEE,PERIGEE,ALTITUDE_MEAN_KM,ORBIT_CLASS
59435,STARLINK-31696,US,PAYLOAD,+,2024-04-07,AFWTR,2024,94.11,53.16,477.0,474.0,475.5,LEO
59436,STARLINK-31700,US,PAYLOAD,+,2024-04-07,AFWTR,2024,94.11,53.16,476.0,474.0,475.0,LEO
59437,STARLINK-31706,US,PAYLOAD,+,2024-04-07,AFWTR,2024,94.11,53.16,476.0,474.0,475.0,LEO
59438,STARLINK-31711,US,PAYLOAD,+,2024-04-07,AFWTR,2024,94.11,53.16,476.0,474.0,475.0,LEO
59439,STARLINK-31708,US,PAYLOAD,+,2024-04-07,AFWTR,2024,94.11,53.16,476.0,474.0,475.0,LEO
59440,STARLINK-31682,US,PAYLOAD,D,2024-04-07,AFWTR,2024,88.85,53.14,225.0,210.0,217.5,LEO
59441,STARLINK-31693,US,PAYLOAD,+,2024-04-07,AFWTR,2024,94.11,53.16,476.0,474.0,475.0,LEO
59442,TSAT-1A,IND,PAYLOAD,+,2024-04-07,AFETR,2024,94.24,45.62,489.0,475.0,482.0,LEO
59443,HAWK-8A,US,PAYLOAD,+,2024-04-07,AFETR,2024,96.14,45.59,576.0,572.0,574.0,LEO
59444,CAPELLA-14 (ACADIA-4),US,PAYLOAD,+,2024-04-07,AFETR,2024,95.77,45.61,558.0,554.0,556.0,LEO
59445,HAWK-8B,US,PAYLOAD,+,2024-04-07,AFETR,2024,96.14,45.62,576.0,572.0,574.0,LEO
59446,HAWK-9A,US,PAYLOAD,+,2024-04-07,AFETR,2024,96.15,45.61,576.0,572.0,574.0,LEO
59447,QPS-SAR-7 (TSUKUYOMI-II),JPN,PAYLOAD,+,2024-04-07,AFETR,2024,95.73,45.6,555.0,553.0,554.0,LEO
59448,HAWK-9C,US,PAYLOAD,+,2024-04-07,AFETR,2024,96.15,45.6,576.0,572.0,574.0,LEO
59449,HAWK-8C,US,PAYLOAD,+,2024-04-07,AFETR,2024,96.14,45.61,576.0,572.0,574.0,LEO
59450,HAWK-9B,US,PAYLOAD,+,2024-04-07,AFETR,2024,96.15,45.62,576.0,572.0,574.0,LEO
59451,CENTAURI-6,AUS,PAYLOAD,+,2024-04-07,AFETR,2024,95.86,45.61,562.0,558.0,560.0,LEO
59452,KORSAT-1,SKOR,PAYLOAD,+,2024-04-07,AFETR,2024,96.06,45.41,574.0,566.0,570.0,LEO
59455,STARLINK-31617,US,PAYLOAD,D,2024-04-10,AFETR,2024,88.02,42.98,188.0,165.0,176.5,LEO
59456,STARLINK-31622,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59457,STARLINK-31319,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59458,STARLINK-31625,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.01,484.0,482.0,483.0,LEO
59459,STARLINK-31631,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59460,STARLINK-31620,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59461,STARLINK-31482,US,PAYLOAD,D,2024-04-10,AFETR,2024,89.88,42.98,272.0,266.0,269.0,LEO
59462,STARLINK-31511,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59463,STARLINK-31364,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59464,STARLINK-31597,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59465,STARLINK-31621,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59466,STARLINK-31462,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59467,STARLINK-31592,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59468,STARLINK-31267,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59469,STARLINK-31381,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.01,484.0,482.0,483.0,LEO
59470,STARLINK-31546,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59471,STARLINK-31575,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59472,STARLINK-31375,US,PAYLOAD,D,2024-04-10,AFETR,2024,89.29,42.99,250.0,229.0,239.5,LEO
59473,STARLINK-31610,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,485.0,482.0,483.5,LEO
59474,STARLINK-31581,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,42.99,484.0,482.0,483.0,LEO
59475,STARLINK-31566,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59476,STARLINK-31515,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.27,43.01,484.0,482.0,483.0,LEO
59477,STARLINK-31531,US,PAYLOAD,+,2024-04-10,AFETR,2024,94.26,43.0,483.0,482.0,482.5,LEO
59480,GAGARINETS,CIS,PAYLOAD,D,2024-04-11,VOSTO,2024,88.5,51.71,239.0,161.0,200.0,LEO
59481,WSF-M,US,PAYLOAD,+,2024-04-11,AFWTR,2024,101.36,98.72,826.0,820.0,823.0,LEO
59483,MICROORBITER-1,JPN,PAYLOAD,D,1998-11-20,TYMSC,1998,90.99,51.63,328.0,319.0,323.5,LEO
59484,STARLINK-31753,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.01,484.0,482.0,483.0,LEO
59485,STARLINK-31653,US,PAYLOAD,D,2024-04-13,AFETR,2024,88.96,42.98,232.0,215.0,223.5,LEO
59486,STARLINK-31733,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59487,STARLINK-31657,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,42.99,484.0,482.0,483.0,LEO
59488,STARLINK-31754,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59489,STARLINK-31638,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59490,STARLINK-31670,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59491,STARLINK-31712,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59492,STARLINK-31684,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59493,STARLINK-31678,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59494,STARLINK-31744,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59495,STARLINK-31719,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59496,STARLINK-31728,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.26,43.0,483.0,483.0,483.0,LEO
59497,STARLINK-31720,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59498,STARLINK-31731,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59499,STARLINK-31742,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,42.99,484.0,482.0,483.0,LEO
59500,STARLINK-31512,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59501,STARLINK-31458,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59502,STARLINK-31357,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59503,STARLINK-31508,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59504,STARLINK-31535,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59505,STARLINK-31533,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59506,STARLINK-31524,US,PAYLOAD,+,2024-04-13,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59507,CURTIS,JPN,PAYLOAD,D,1998-11-20,TYMSC,1998,87.58,51.6,163.0,147.0,155.0,LEO
59508,KASHIWA,JPN,PAYLOAD,D,1998-11-20,TYMSC,1998,90.51,51.62,305.0,294.0,299.5,LEO
59510,SUPERVIEW NEO-3 01,PRC,PAYLOAD,+,2024-04-15,JSC,2024,94.44,97.44,492.0,491.0,491.5,LEO
59511,STARLINK-31635,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59512,STARLINK-31650,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59513,STARLINK-31658,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59514,STARLINK-31664,US,PAYLOAD,D,2024-04-17,AFETR,2024,88.93,42.99,226.0,217.0,221.5,LEO
59515,STARLINK-31669,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59516,STARLINK-31671,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59517,STARLINK-31674,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59518,STARLINK-31672,US,PAYLOAD,D,2024-04-17,AFETR,2024,90.38,43.0,305.0,281.0,293.0,LEO
59519,STARLINK-31679,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59520,STARLINK-31370,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59521,STARLINK-31404,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59522,STARLINK-31453,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59523,STARLINK-31476,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59524,STARLINK-31376,US,PAYLOAD,D,2024-04-17,AFETR,2024,89.05,42.98,250.0,206.0,228.0,LEO
59525,STARLINK-31538,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59526,STARLINK-31564,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59527,STARLINK-31452,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59528,STARLINK-31618,US,PAYLOAD,P,2024-04-17,AFETR,2024,93.05,43.0,436.0,412.0,424.0,LEO
59529,STARLINK-31513,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59530,STARLINK-31392,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.01,484.0,482.0,483.0,LEO
59531,STARLINK-31619,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59532,STARLINK-31624,US,PAYLOAD,D,2024-04-17,AFETR,2024,89.17,42.98,245.0,223.0,234.0,LEO
59533,STARLINK-31509,US,PAYLOAD,+,2024-04-17,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59534,STARLINK-31734,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59535,STARLINK-31738,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,486.0,480.0,483.0,LEO
59536,STARLINK-31721,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59537,STARLINK-31737,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59538,STARLINK-31725,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59539,STARLINK-31539,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59540,STARLINK-31397,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59541,STARLINK-31481,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59542,STARLINK-31540,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59543,STARLINK-31574,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59544,STARLINK-31556,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59545,STARLINK-31582,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59546,STARLINK-31519,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59547,STARLINK-31736,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59548,STARLINK-31675,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59549,STARLINK-31722,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59550,STARLINK-31741,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59551,STARLINK-31699,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.26,43.0,485.0,481.0,483.0,LEO
59552,STARLINK-31750,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59553,STARLINK-31723,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59554,STARLINK-31724,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59555,STARLINK-31730,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59556,STARLINK-31718,US,PAYLOAD,+,2024-04-18,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59557,YAOGAN-42 02,PRC,PAYLOAD,+,2024-04-20,XICLF,2024,94.54,35.0,502.0,491.0,496.5,LEO
59559,OBJECT WJ,TBD,PAYLOAD,D,1998-11-20,TYMSC,1998,88.86,51.61,220.0,216.0,218.0,LEO
59560,OBJECT WK,TBD,PAYLOAD,D,1998-11-20,TYMSC,1998,89.42,51.62,253.0,239.0,246.0,LEO
59561,OBJECT WL,TBD,PAYLOAD,D,1998-11-20,TYMSC,1998,87.28,51.6,143.0,136.0,139.5,LEO
59562,BURSTCUBE,US,PAYLOAD,D,1998-11-20,TYMSC,1998,88.88,51.61,221.0,217.0,219.0,LEO
59563,SNOOPI,US,PAYLOAD,D,1998-11-20,TYMSC,1998,89.07,51.62,234.0,223.0,228.5,LEO
59564,STARLINK-31747,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59565,STARLINK-31388,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.01,484.0,482.0,483.0,LEO
59566,STARLINK-31332,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59567,STARLINK-31689,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59568,STARLINK-31471,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59569,STARLINK-31470,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59570,STARLINK-31587,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59571,STARLINK-31606,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,485.0,482.0,483.5,LEO
59572,STARLINK-31666,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59573,STARLINK-31683,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59574,STARLINK-31751,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59575,STARLINK-31510,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,485.0,481.0,483.0,LEO
59576,STARLINK-31663,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59577,STARLINK-31692,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59578,STARLINK-31685,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59579,STARLINK-31686,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59580,STARLINK-31668,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59581,STARLINK-31690,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59582,STARLINK-31701,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59583,STARLINK-31697,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59584,STARLINK-31662,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59585,STARLINK-31702,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.27,43.0,485.0,481.0,483.0,LEO
59586,STARLINK-31704,US,PAYLOAD,+,2024-04-23,AFETR,2024,94.18,43.0,481.0,477.0,479.0,LEO
59587,NEONSAT-1,SKOR,PAYLOAD,+,2024-04-23,RLLB,2024,94.05,97.37,479.0,465.0,472.0,LEO
59588,ACS3,US,PAYLOAD,+,2024-04-23,RLLB,2024,104.21,97.38,978.0,937.0,957.5,LEO
59591,SHENZHOU-18 (SZ-18),PRC,PAYLOAD,D,2024-04-25,JSC,2024,92.41,41.47,396.0,390.0,393.0,LEO
59596,OBJECT WP,TBD,PAYLOAD,D,1998-11-20,TYMSC,1998,87.61,51.61,159.0,154.0,156.5,LEO
59597,OBJECT WQ,TBD,PAYLOAD,D,1998-11-20,TYMSC,1998,87.74,51.61,166.0,159.0,162.5,LEO
59601,STARLINK-31770,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,485.0,482.0,483.5,LEO
59602,STARLINK-31778,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59603,STARLINK-31776,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.01,485.0,481.0,483.0,LEO
59604,STARLINK-31765,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59605,STARLINK-31767,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59606,STARLINK-31782,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.01,484.0,483.0,483.5,LEO
59607,STARLINK-31755,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59608,STARLINK-31585,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59609,STARLINK-31667,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59610,STARLINK-31729,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59611,STARLINK-31448,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59612,STARLINK-31748,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59613,STARLINK-31746,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.01,485.0,481.0,483.0,LEO
59614,STARLINK-31762,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59615,STARLINK-31761,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59616,STARLINK-31768,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59617,STARLINK-31769,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59618,STARLINK-31784,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59619,STARLINK-31777,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59620,STARLINK-31771,US,PAYLOAD,P,2024-04-28,AFETR,2024,93.45,43.0,454.0,433.0,443.5,LEO
59621,STARLINK-31758,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59622,STARLINK-31774,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59623,STARLINK-31763,US,PAYLOAD,+,2024-04-28,AFETR,2024,94.27,43.0,485.0,481.0,483.0,LEO
59624,SZ-17 MODULE,PRC,PAYLOAD,D,2023-10-26,JSC,2023,87.48,41.46,150.0,150.0,150.0,LEO
59625,LEGION 1,US,PAYLOAD,+,2024-05-02,AFWTR,2024,94.93,97.53,516.0,514.0,515.0,LEO
59626,LEGION 2,US,PAYLOAD,+,2024-05-02,AFWTR,2024,94.93,97.53,516.0,514.0,515.0,LEO
59631,STARLINK-31749,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59632,STARLINK-31781,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59633,STARLINK-31541,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59634,STARLINK-31797,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59635,STARLINK-31798,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59636,STARLINK-31802,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59637,STARLINK-31791,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59638,STARLINK-31727,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59639,STARLINK-31807,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59640,STARLINK-31806,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59641,STARLINK-31804,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59642,STARLINK-31660,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59643,STARLINK-31800,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59644,STARLINK-31789,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59645,STARLINK-31795,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59646,STARLINK-31796,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59647,STARLINK-31801,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,485.0,481.0,483.0,LEO
59648,STARLINK-31790,US,PAYLOAD,D,2024-05-03,AFETR,2024,88.35,42.98,234.0,151.0,192.5,LEO
59649,STARLINK-31803,US,PAYLOAD,D,2024-05-03,AFETR,2024,89.73,42.99,271.0,251.0,261.0,LEO
59650,STARLINK-31787,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59651,STARLINK-31277,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,483.0,483.0,483.0,LEO
59652,STARLINK-31799,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59653,STARLINK-31764,US,PAYLOAD,+,2024-05-03,AFETR,2024,94.27,42.99,484.0,482.0,483.0,LEO
59654,STARLINK-31589,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59655,STARLINK-31665,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59656,STARLINK-31912,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.01,484.0,482.0,483.0,LEO
59657,STARLINK-31904,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,42.99,484.0,482.0,483.0,LEO
59658,STARLINK-31858,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59659,STARLINK-31881,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59660,STARLINK-31885,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59661,STARLINK-31880,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59662,STARLINK-31886,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59663,STARLINK-31909,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59664,STARLINK-31910,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.26,43.0,484.0,482.0,483.0,LEO
59665,STARLINK-31894,US,PAYLOAD,D,2024-05-06,AFETR,2024,89.43,42.98,253.0,240.0,246.5,LEO
59666,STARLINK-31902,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59667,STARLINK-31913,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59668,STARLINK-31866,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
59669,STARLINK-31917,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,485.0,481.0,483.0,LEO
59670,STARLINK-31860,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59671,STARLINK-31854,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,482.0,483.0,LEO
59672,STARLINK-31842,US,PAYLOAD,+,2024-05-06,AFETR,2024,94.27,43.0,484.0,483.0,483.5,LEO
