Mission name,Organisation,Nation,Type (U/mass),Launch date,Status,Mission description,Photo
Mission name,Organisation,Nation,Type (U/mass),Launch date,Status,Mission description,Photo
"RSat-P (Repair CubeSat Prototype, RECS, USNA-19)",US Naval Academy Satellite Lab,US,3U,2018-12-16,"Reentered, No signal",Demonstrate the feasibility of using CubeSats to diagnose malfunctions and perform on orbit repairs on satellites.,
"SHFT-1 (Goergen, Space-based High Frequency Testbed, SHFT-2)",DARPA,US,3U,2018-12-16,"Reentered, Operational",Collect radio frequency signals in the HF (5-30 MHz) band to study the galactic background emissions.,
Shields-1,NASA Langley Research Center,US,3U,2018-12-16,Operational,Raise the TRL of Atomic Number (Z) grade radiation shielding technologies.,
STF-1 (Simulation To Flight 1),West Virginia University,US,3U,2018-12-16,"Reentered, Was operational",Demonstrate portable simulation and test platform that allows seamless transition of mission development artifacts to flight products.,
D-Star One (iSat),German Orbital Systems,Germany,3U,2018-12-27,Operational,Demonstrate CubeSat platform technologies and ADS-B receiver.,
D-Star One (Sparrow),German Orbital Systems,Germany,3U,2018-12-27,Operational,Demonstrate CubeSat platform technologies and ADS-B receiver.,
Flock-3k 1,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 2,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 3,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 4,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 5,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 6,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 7,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 8,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 9,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 10,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 11,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-3k 12,Planet Labs,US,3U,2018-12-27,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Lemur-2 88 Remy-Colton (FM89),Spire,US,3U,2018-12-27,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 89 Gustavo (FM90),Spire,US,3U,2018-12-27,Operational,"Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 90 ChristinaHolt (FM91),Spire,US,3U,2018-12-27,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 91 Zo (FM92),Spire,US,3U,2018-12-27,Operational,"Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 92 TinyKev (FM93),Spire,US,3U,2018-12-27,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 93 SarahBettyBoo (FM94),Spire,US,3U,2018-12-27,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 94 NatalieMurray (FM95),Spire,US,3U,2018-12-27,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2 95 Daisy-Harper (FM96),Spire,US,3U,2018-12-27,"Reentered, Operational","Constellation for GPS-RO weather data, AIS and ADS-B.",
LUME-1,University of Vigo,Spain,2U,2018-12-27,"Reentered, Operational",Validate software defined radio for communications and spectrum monitoring capabilities.,
SAMSON-Dummy 1 (SAMSON mass simulator),Israel Institute Of Technology,Russia,6U,2018-12-27,Passive,Passive mass dummy to replace SAMSON CubeSats.,
SAMSON-Dummy 2 (SAMSON mass simulator),Israel Institute Of Technology,Russia,6U,2018-12-27,Passive,Passive mass dummy to replace SAMSON CubeSats.,
SAMSON-Dummy 3 (SAMSON mass simulator),Israel Institute Of Technology,Russia,6U,2018-12-27,Passive,Passive mass dummy to replace SAMSON CubeSats.,
UWE-4,University of Würzburg,Germany,1U,2018-12-27,Operational,Demonstrate and characterize an electric propulsion system.,
"ZACUBE-2 (FireSat, MDASat)",Cape Peninsula University of Technology,South Africa,3U,2018-12-27,"Reentered, Operational, ?",Testbed for a ship-tracking payload (AIS) and imager for ocean color and fire tracking.,
Aoba-Velox-IV (AOBA VELOX-IV),Kyushu Institute of Technology,Japan,2U,2019-01-18,"Reentered, Operational",Observe Lunar Horizon Glow.,
"NEXUS (Next Education X (cross) Unique Satellite, Fuji-OSCAR 99)",Nihon University,Japan,1U,2019-01-18,"Reentered, Operational",Amateur radio communications plus camera.,
OrigamiSat-1 (Fuji-OSCAR-98),Tokyo Institute of Technology,Japan,3U,2019-01-18,"Reentered, Was operational",Membrane deployment mission and amateur radio mission.,
Lingque 1A (A xing),ZeroG Lab,China,6U,2019-01-21,"Reentered, Unknown",Technology demonstration for 132 satellite Earth Observation constellation called Magpie.,
"Xiaoxiang-1 03 (Qingteng Zhi Xing, Qingtengzhixing, Xiaoxiang-1 03 xing, TY3-04, Tianyi-11, TY-11, XIAOXIANG 3)",Spacety,China,6U,2019-01-21,"Reentered, Operational",Full-color miniature remote sensing camera and deorbit drag sail.,
Lingque 1B,ZeroG Lab,China,6U,2019-03-27,Launch failure,Technology demonstration for 132 satellite Earth Observation constellation called Magpie.,
"AISTECHSAT-3 (Danu Pathfinder 1), AISTECHSAT3)",Aistech,Spain,2U,2019-04-01,"Reentered, Operational",Commercial constellation for ADS-B and IoT/M2M.,
"Astrocast 0.2 Hawaii (ACN-0, Astrocast-2)",Astrocast,Switzerland,3U,2019-04-01,"Reentered, Operational",Constellation demonstrator for IoT/M2M services and radio amateur missions.,
BlueWalker 1 (BW 1),AST,Lithuania,6U,2019-04-01,"Reentered, Operational","Series of satellites for AST & Science, to be used for testing the company’s patented technologies in space.",
Flock-4a 1,Planet Labs,US,3U,2019-04-01,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4a 2,Planet Labs,US,3U,2019-04-01,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4a 3,Planet Labs,US,3U,2019-04-01,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4a 4,Planet Labs,US,3U,2019-04-01,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4a 5,Planet Labs,US,3U,2019-04-01,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4a 6,Planet Labs,US,3U,2019-04-01,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
Flock-4a 7,Planet Labs,US,3U,2019-04-01,"Reentered, Operational",Constellation for optical Earth observation with 3-5m resolution.,
