Mission name,Organisation,Nation,Type (U/mass),Launch date,Status,Mission description,Photo
Mission name,Organisation,Nation,Type (U/mass),Launch date,Status,Mission description,Photo
TechEdSat-21 (TES-21),NASA Ames Research Center,US,6U,not launched,not launched,"Design a 4” arc-jet model, including a mini-spectrometer, for an intended future arc-jet test (eventually compatible with the future TES-21 (6U) flight experiment.",
VULCAIN A,Politecnico di Milano,Italy,12U,not launched,not launched,Acquiring multispectral images of selected volcanoes to monitor the important scientific activity.,
VULCAIN B,Politecnico di Milano,Italy,12U,not launched,not launched,Acquiring multispectral images of selected volcanoes to monitor the important scientific activity.,
AetherSat-1,Aetherspace,Belgium,3U,not launched,not launched,CubeSat re-entry mission with an inflatable Thermal Protection System.,
Binar Prospector B (Binar Prospector),Curtin University,Australia,12U,not launched,not launched,"Binar Prospector will perform high resolution magnetometry of the Moon over targets of interest, to identify economically viable resources.",
BioSat,Norwegian University of Science and Technology (NTNU),Norway,3U,not launched,not launched,Develop and construct the necessary systems needed to keep a plant alive in the harshest environment known to humanity.,
COSPAR-2,COSPAR,France,6U,not launched,not launched,Lunar orbiter to be deployed in lunar orbit by ispace lunar lander-3.,
CyberCUBE,GMV,Romania,3U,not launched,not launched,Validate the ESA CSOC’s RF capabilities and provide a real-world demonstration of tools to detect and counter potential cyber threats.,
DYNAGLO A (DYNamics Atmosphere GLObal-Connection),University of Colorado Boulder,US,6U,not launched,not launched,The DYNamics Atmosphere GLObal-Connection two 6U CubeSat mission fills a crucial observation gap in the ionosphere-thermosphere (I-T) region.,
DYNAGLO B (DYNamics Atmosphere GLObal-Connection),University of Colorado Boulder,US,6U,not launched,not launched,The DYNamics Atmosphere GLObal-Connection two 6U CubeSat mission fills a crucial observation gap in the ionosphere-thermosphere (I-T) region.,
EarthNext,Officina Stellare,Italy,16U,not launched,not launched,"Hosting eletrical propulsion, a multispectral payload and on-board automation based on AI to demonstrate Earth Observation from VLEO.",
ELECTRA,Politecnico di Torino,Italy,2U,not launched,not launched,A groundbreaking satellite for the upper atmosphere observation.,
EXCITE (EXtended Cubesat for Innovative Technology Experiments),University of Pisa,Italy,12U,not launched,not launched,Validate in orbit several innovative technologies for small satellites.,
IGNIS (Infrared Geological Nano Imaging System),Università di Napoli “Federico II”,Italy,3U,not launched,not launched,"Adapt a COTS thermal camera to the space environment, combining an educational and an Earth Observation program.",
Lemur-2,Spire,US,3U,not launched,not launched,"Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2,Spire,US,3U,not launched,not launched,"Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2,Spire,US,3U,not launched,not launched,"Constellation for GPS-RO weather data, AIS and ADS-B.",
Lemur-2,Spire,US,3U,not launched,not launched,"Constellation for GPS-RO weather data, AIS and ADS-B.",
LignoSat 2 (LignoSat-2),Kyoto University,Japan,2U,not launched,not launched,Developing the second wooden satellite.,
LISAT,Técnico Lisboa,Portugal,3U,not launched,not launched,Participating in the CubeSat Portugal competition.,
Mars Solar Hawk (GraceSat),Infinity Space,UK,3U,not launched,not launched,Solar Sailing and Ion Powered CubeSat that acts as an experimental testbed for evaluating and advancing new integrated deep space propulsion technologies.,
METUCube,Middle East Technical University (METU),Turkey,3U,not launched,not launched,First satellite of METU with visible and thermal cameras.,
MiniCOR (Miniature CORonagraph),?,US,12U,not launched,not launched,"Demonstrate capturing high-cadence, high-quality solar imagery with equal or superior sensitivity to existing solar coronagraphs.",
PoliBaSat (Polytechnic University of Bari Satellite),Polytechnic University of Bari,Italy,3U,not launched,not launched,Electro-optical payload to make observations of objects passing close to the satellite. Partial demonstration of an autonomous concept of collision avoidance system.,
RODiO A (Radar for Earth Observation by synthetic aperture DIstributed on a cluster of cubesats equipped with high-technology micro-propellers for new Operative services),Università di Napoli “Federico II”,Italy,12U,not launched,not launched,Combines the advantages of a sensor distributed onboard different CubeSats with those of a bistatic radar working with an illuminator of opportunity.,
RODiO B (Radar for Earth Observation by synthetic aperture DIstributed on a cluster of cubesats equipped with high-technology micro-propellers for new Operative services),Università di Napoli “Federico II”,Italy,12U,not launched,not launched,Combines the advantages of a sensor distributed onboard different CubeSats with those of a bistatic radar working with an illuminator of opportunity.,
RODiO C (Radar for Earth Observation by synthetic aperture DIstributed on a cluster of cubesats equipped with high-technology micro-propellers for new Operative services),Università di Napoli “Federico II”,Italy,12U,not launched,not launched,Combines the advantages of a sensor distributed onboard different CubeSats with those of a bistatic radar working with an illuminator of opportunity.,
RODiO D (Radar for Earth Observation by synthetic aperture DIstributed on a cluster of cubesats equipped with high-technology micro-propellers for new Operative services),Università di Napoli “Federico II”,Italy,12U,not launched,not launched,Combines the advantages of a sensor distributed onboard different CubeSats with those of a bistatic radar working with an illuminator of opportunity.,
SelenITA,Technological Institute of Aeronautics,Brazil,12U,not launched,not launched,"Science mission supporting the Artemis, planned to operate at Low-Lunar Orbit below 200 km, gathering space weather and geophysics observations.",
Snuglite-III A (Snuglite-IIIa),Seoul National University,South Korea,3U,not launched,not launched,Our mission aims to demonstrate three world-first technologies in Low Earth Orbit (LEO): The first-ever real-time kinematic (RTK)-based relative navigation in LEO. The first-ever propellant-free autonomous rendezvous and formation flying using aerodynamic forces. The first-ever real-time CubeSat GPS-only attitude determination system.,
Snuglite-III B (Snuglite-IIIb),Seoul National University,South Korea,3U,not launched,not launched,Our mission aims to demonstrate three world-first technologies in Low Earth Orbit (LEO): The first-ever real-time kinematic (RTK)-based relative navigation in LEO. The first-ever propellant-free autonomous rendezvous and formation flying using aerodynamic forces. The first-ever real-time CubeSat GPS-only attitude determination system.,
Sun cubE onE (SEE),University of Rome Tor Vergata,Italy,6U,not launched,not launched,"Study the ultraviolet (UV), soft-X and Gamma emission of our star.",
TejoOne,Espaço³,Portugal,3U,not launched,not launched,Detecting space debris smaller than 10 cm using a grroundbreaking algorithm.,
TPA-3 (Te Pūnaha Ātea – Space Institute 12U CubeSat),University of Auckland,New Zealand,12U,not launched,not launched,"Improve monitoring of the quality of water in and around Aotearoa New Zealand for researchers, decision makers and the public at large.",
Estigia,Polytechnic University of Valencia,Spain,2U,not launched,not launched,Payload is a chatbot capable of conversing with users in Earth by using a small ground terminal.,
InhollandSat-1,Inholland University of Applied Sciences,Netherlands,3U,not launched,not launched,Two-way optical communication via Infrared LEDs and Photodiode and EO payload facilitating NOx monitoring.,
VMMO (Volatile and Mineralogy Mapping Orbiter),MPB Communications,Canada,16U,not launched,not launched,"Focus on a permanently shadowed crater near the lunar south pole, searching deposits of water ice and other volatiles while also measuring lunar radiation.",
ANIME (Asteroid Nodal Intersection Multiple Encounters),Italian National Institute for Astrophysics (INAF),Italy,12U,not launched,not launched,"Explore, from a heliocentric deep space orbit, three ""near-Earth asteroids"",",
SOURCE-2,University of Stuttgart,Germany,6U,not launched,not launched,"Demonstrate propulsion system, relative navigation and high performance downlink.",
TASTE Lander (Terrain Analyzer and Sample Tester Explorer),Italian National Institute for Astrophysics (INAF),Italy,4U,not launched,not launched,"Composed by a 12U orbiter and a 4U lander, aiming to explore the Martian moon Deimos.",
TASTE Orbiter (Terrain Analyzer and Sample Tester Explorer),Italian National Institute for Astrophysics (INAF),Italy,12U,not launched,not launched,"Composed by a 12U orbiter and a 4U lander, aiming to explore the Martian moon Deimos.",
The RAMSES CubeSat-1 (RCS-1),Tyvak,Italy,6U,not launched,not launched,Study material possibly released from Apophis surface.,
"CHESS B (CHESS Pathfinder 1, Constellation of High Energy Swiss Satellites)",Swiss Federal Institute of Technology in Lausanne (EFPL),Switzerland,3U,not launched,not launched,Study the chemical composition of Earth’s exosphere using time-of-flight mass spectrometry.,
THEIA (Telescope Housing Event-based Imaging Apparatus),University of Maryland,US,6U,not launched,not launched,Mature event-based imaging technologies for use in orbital applications.,
Satis,ESA (European Space Agency),Belgium,12U,not launched,not launched,Apophis Rendezvous Mission.,
3-STAR (3STAR),Politecnico di Torino,Italy,3U,x_cancelled,cancelled,Radio communications and GNSS-RO payloads.,
"3CAT-3 (3CAT3, MOTS, CubeCat-3)","Polytechnic University of Catalonia (UPC, BarcelonaTECH)",Spain,6U,x_cancelled,cancelled,Demonstrate multispectral camera and an L-band radiometer.,
14-BISat,Instituto Federal Fluminense,Brazil,2U,x_cancelled,cancelled,Part of QB50 to study lower termosphere.,
AAReST MirrorSat 1 (Autonomous Assembly of a Reconfigurable Space Telescope),Indian Institute of Space Science and Technology,India,7 kg,x_cancelled,cancelled,Part of the AAReST project for reconfigurable space telescope.,
AAReST MirrorSat 2 (Autonomous Assembly of a Reconfigurable Space Telescope),University of Surrey,UK,7 kg,x_cancelled,cancelled,Part of the AAReST project for reconfigurable space telescope.,
AAUSAT6,Aalborg University,Denmark,1U,x_cancelled,cancelled,,
ADORE Sat (ADCS and Orbit Raising with Electrospray Ionization),Boston Space Alliance,US,1U,x_cancelled,cancelled,Incorporate new Electrospray Thrusters from the MIT Space Propulsion Laboratory and demonstrate their technological readiness for spaceflight.,
AeroCube-9 (LMPC CubeSat),Aerospace Corporation,US,3U,x_cancelled,cancelled,Flight demonstration of a Photon-counting infrared detector.,
Aggiesat-1,Texas A&M University,US,1U,x_cancelled,cancelled,Demonstrate CubeSat platform including propulsion method and shape memory alloys.,
Aggiesat-3,Texas A&M University,US,1U,x_cancelled,cancelled,Demonstrate close proximity navigation utilizing a stereo vision system.,
AISTECH6U (HYDRA) 1,Aistech,Spain,6U,x_cancelled,cancelled,Commercial constellation for ADS-B and IoT/M2M.,
AISTECH6U (HYDRA) 2,Aistech,Spain,6U,x_cancelled,cancelled,Commercial constellation for ADS-B and IoT/M2M.,
AISTECH6U (HYDRA) 3,Aistech,Spain,6U,x_cancelled,cancelled,Commercial constellation for ADS-B and IoT/M2M.,
AISTECH6U (HYDRA) 4,Aistech,Spain,6U,x_cancelled,cancelled,Commercial constellation for ADS-B and IoT/M2M.,
"AK-EDUSAT (AK-EDU-SAT, Abdul Kalam Educational Satellite)",Consortium of universities,India,3U,x_cancelled,cancelled,Provide high rate of connectivity to remote parts of the globe.,
AlbiSat,IMT Mines Albi,France,1U,x_cancelled,cancelled,3D printed structure and study behavior in space conditions.,
ALCEK,BOREAS Space (Bulgarian Orbital REsearch and Satellites),Bulgaria,6U,x_cancelled,cancelled,Lunar orbiter tasked with conducting spectroscopic research of the Moon’s surface.,
Aleksandr (Consat-2),Concordia University,Canada,3U,x_cancelled,cancelled,Test the self-healing material in space.,
"Alpha (ɑ, CubeMessenger)",BOREAS Space (Bulgarian Orbital REsearch and Satellites),Bulgaria,1U,x_cancelled,cancelled,Testbed for various communication and power generation instruments.,
ALSAT#1,ADAA (Associazione per la Divulgazione Astronomica e Astronautica),Italy,1U,x_cancelled,cancelled,ArduinoSiPM as main payload to monitor the cosmic radiation in LEO.,
AMAJ Mother,Innova Space,Argentina,1U,x_cancelled,cancelled,"Constellation of three satellites, one Cubesat and two 1P Pocketqubes, trying to support a simple IoT mission and test some of the technologies in orbit.",
AMS (Agricultural Monitoring),ISISpace,Netherlands,12U,x_cancelled,cancelled,Demonstrate MWIR instrument in a CubeSat.,
Amur State University CubeSat,Amur State University,Russia,12U,x_cancelled,cancelled,,
ANIRSAT,Nextronic,Morocco,1U,x_cancelled,cancelled,Internet of Things.,
"ANSER D (Advanced Nanosatellites Systems for Earth Observation Research, ANSWER-WQ, Water Quality)",National Institute of Aerospace Technology (INTA),Spain,3U,x_cancelled,"cancelled, ?",Constellation of 4 nanosatellites to monitor the quality of the water in reservoirs and swamps in Spain,
Antarctic Broadband Nanosatellite Demonstration Mission,Australian Space Research Program,Australia,6.82 kg,x_cancelled,cancelled,Establish a high-quality communications service for the international research community in Antarctica.,
ANUSAT-2,Anna University,India,2U,x_cancelled,cancelled,Part of QB50 to study lower termosphere.,
"AOSAT (AOSAT1, Asteroid Origins Satellite 1)",Arizona State University,US,3U,x_cancelled,cancelled,Science laboratory that will be the world’s first CubeSat centrifuge.,
Aoxiang,Northwestern Polytechnical University,China,100 g,x_cancelled,cancelled,Planning to investigate polarisation patterns.,
APEX (Advanced Propulsion Experiment),Missouri University of Science and Technology,US,6U,x_cancelled,cancelled,Precise orbit determination to verify the performance of the Multi-Mode Ionic Monopropellant thruster payload.,
APEX (Asteroid Prospection Explorer),ESA (European Space Agency),France,6U,x_cancelled,cancelled,Operate as a mineral prospector in deep space.,
APSS-2 Kessler (APSS-II),University of Auckland,New Zealand,1U,x_cancelled,cancelled,Electrodynamic tether for CubeSats deorbiting.,
AquilaSat,Special Concepts,Bulgaria,3U,x_cancelled,cancelled,Demonstrate advanced CubeSat platform for deep space missions.,
AragoSat-1,Institut Polytechnique des Sciences Avancées (IPSA),France,3U,x_cancelled,cancelled,Test miniature Helicon RF (Radio Frequency) thruster.,
Aramis-C1,Politecnico di Torino,Italy,1U,x_cancelled,cancelled,Demonstrate modular platform technologies.,
ARAPAIMA (Application for RSO Autonomous Proximity Analysis and Imaging),Embry-Riddle Aeronautical University,US,6U,x_cancelled,cancelled,"Conduct 3D, visual and IR imaging of resident space objects for Space Situational Awareness.",
ARC2 (Alaska Research CubeSat),University of Alaska,US,1U,x_cancelled,cancelled,Demonstrate CubeSat platform technologies.,
ArduOrbiter-1,Reid Technologies,UK,PocketQube 1p,x_cancelled,cancelled,,
ARGO,EICAS Automazione,Italy,6U,x_cancelled,cancelled,On-Orbit Demonstration Mission aimed at validation of a new generation of star trackers.,
Arkyd 6B (A6B),Planetary Resources,US,6U,x_cancelled,cancelled,Test the instruments and deep space technologies for asteroid prospecting missions.,
Astrogate CubeSat,Astrogate Labs,India,3U,x_cancelled,cancelled,Demonstrating space-to-ground laser communications from its Optical Downlink terminal.,
Athenoxat-2,Microspace,Singapore,3U,x_cancelled,cancelled,Demonstrate nigh-vision optical payload and reflectarray antenna.,
AtmoCube,University of Trieste,Italy,1U,x_cancelled,cancelled,Measurement of the Radiation Flux impinging on the satellite. Measurement of the Magnetic Field.,
Auahitūroa (AYCI CubeSat),Australasian Youth Cubesat Initiative,Australia,1.5U,x_cancelled,cancelled,"Transmit live video back to earth, along with data from two student-built Arduino experiments to be selected from a competition.",
Auriga,Dauria Aerospace,Russia,16U,x_cancelled,cancelled,Earth surface imaging in 5 spectral bands with 2.5m GSD at circular SSO 600 km.,
Azad-1,Maulana Azad National Institute of Technology,India,1U,x_cancelled,cancelled,Capture solar images from space.,
Beckman CubeSat,Arnold O. Beckman High School,US,1U,x_cancelled,cancelled,Educational training for high school pupils.,
BeliefSat-1,K J Somaiya Institute of Engineering and Information Technology,India,PocketQube 2p,x_cancelled,cancelled,Educational mission and demonstrating PocketQube technologies.,
BeoCube (Braunschweig Educational Orbital CubeSat),Technische Universität Braunschweig,Germany,1U,x_cancelled,cancelled,Educational training and GNSS receiver and laser retro reflector.,
Bhaarathiya-Sat,Space Kidz India,India,0.5U,x_cancelled,cancelled,,
Biarri-Point,US Air Force Space Command,US,3U,x_cancelled,cancelled,International collaboration with multiple military related payloads.,
BIRDY,National Cheng Kung University,Taiwan,3U,x_cancelled,cancelled,To Mars and back to collect radiation data. Counts energetic particles in the maximum range 1 MeV/nucleon to 1 GeV/nucleon.,
BIRDY-GTO (GTO-BIRDY),National Cheng Kung University,Taiwan,3U,x_cancelled,cancelled,GTO precursor flight to test required technologies.,
blair3sat (BlairSat),Montgomery Blair High School,US,3U,x_cancelled,cancelled,"Measure charge density and high energy particle emissions in the ionosphere, contributing to radio propagation models and space weather research.",
Bluefield 1,Bluefield,US,16U,x_cancelled,cancelled,Methane tracking constellation with 20x20 meter pixel resolution.,
Bluefield 2,Bluefield,US,16U,x_cancelled,cancelled,Methane tracking constellation with 20x20 meter pixel resolution.,
BlueWalker 2 (BW 2),AST,Lithuania,6U,x_cancelled,cancelled,"Series of satellites for AST & Science, to be used for testing the company’s patented technologies in space.",
BlueWalker 3 (BW 3),AST,Lithuania,6U,x_cancelled,cancelled,"Series of satellites for AST & Science, to be used for testing the company’s patented technologies in space.",
"BRICSat-T (Ballistic Reinforced Communication Satellite, PSat B, ParkinsonSat B)",US Naval Academy Satellite Lab,US,3U,x_cancelled,cancelled,First fully operational Space Tug.,
BS-0,Aerozono Space Technologies Project,Argentina,PocketQube 1p,x_cancelled,cancelled,,
BUAA-Picosat,Beihang University,China,2U,x_cancelled,cancelled,,
Buccaneer Flight 3 A,University of New South Wales (UNSW Canberra),Australia,3U,x_cancelled,cancelled,"Satellite formation mission, demonstrating formation GNC and communications.",
Buccaneer Flight 3 B,University of New South Wales (UNSW Canberra),Australia,3U,x_cancelled,cancelled,"Satellite formation mission, demonstrating formation GNC and communications.",
Buccaneer Flight 4 A,University of New South Wales (UNSW Canberra),Australia,3U,x_cancelled,cancelled,"Satellite formation mission, demonstrating formation GNC and communications.",
Buccaneer Flight 4 B,University of New South Wales (UNSW Canberra),Australia,3U,x_cancelled,cancelled,"Satellite formation mission, demonstrating formation GNC and communications.",
Buccaneer Flight 4 C,University of New South Wales (UNSW Canberra),Australia,3U,x_cancelled,cancelled,"Satellite formation mission, demonstrating formation GNC and communications.",
Buccaneer Flight 4 D,University of New South Wales (UNSW Canberra),Australia,3U,x_cancelled,cancelled,"Satellite formation mission, demonstrating formation GNC and communications.",
BUSAT-1,Beihang University,China,2U,x_cancelled,cancelled,Part of QB50 to study lower termosphere.,
CADRE 1 Chaser (CubeSat Active Debris Removal),Swiss Federal Institute of Technology in Lausanne (EFPL),Switzerland,8U (2Ux2Ux2U),x_cancelled,cancelled,Testing of miniaturized rendezvous sensors (far and close range).,
CADRE 1 Target (CubeSat Active Debris Removal),Swiss Federal Institute of Technology in Lausanne (EFPL),Switzerland,4U,x_cancelled,cancelled,Testing of miniaturized rendezvous sensors (far and close range).,
"CaLeMPSat (Cathode-Less Micro Propulsion Satellite, M12P)",SpaceSATS,Singapore,12U,x_cancelled,cancelled,Test miniature Hall effect thrusters (HETs) that operate at power classes never before achieved.,
Calypso,ARES Institute (Aerospace Research & Engineering Systems Institute),US,1U,x_cancelled,cancelled,Demonstrate the applicability of our new propellant blend to cubesat propulsion requirements.,
Cannae,Theseus,US,16U,x_cancelled,cancelled,EmDrive / Cannae Drive test to test propellantless propulsion.,
CAPE - MIRCA2 (Cubesat Application for Planetary Entry Missions - Micro Return Capsule 2),NASA Goddard Space Flight Center,US,3U,x_cancelled,cancelled,High atmospheric research for the spatially resolved characterization of the lower thermosphere.,
CAPE (CubeSat Atmospheric Probe for Education),University of Stuttgart,Germany,3U,x_cancelled,cancelled,Has a separable capsule called micro-return capsule 2 (MIRKA2).,
"CAS 2A (Chinese Amateur Radio Satellite 2T, Fengtai-1)",CAMSAT (Chinese Amateur Satellite Group),China,3U,x_cancelled,cancelled,FM transponder.,
CAS-8C,CAMSAT (Chinese Amateur Satellite Group),China,3U,x_cancelled,cancelled,Educational mission and amateur radio communications.,
CAS-8D,CAMSAT (Chinese Amateur Satellite Group),China,3U,x_cancelled,cancelled,Educational mission and amateur radio communications.,
CASPA (Cold Atom Space Payload),Teledyne e2v,UK,6U,x_cancelled,cancelled,Using quantum technology to create ultra-sensitive ‘cold atoms’ in space for precision navigation.,
CE-SAT-III (CE-SAT 3),Canon,US,3U,x_cancelled,cancelled,Work continues at Canon Electronics lab in Japan to create smaller and more powerful satellites.,
Centauri-9,Fleet Space,Australia,12U,x_cancelled,cancelled,IoT satellite network.,
Centauri-10,Fleet Space,Australia,6U,x_cancelled,cancelled,IoT satellite network.,
Centauri-11,Fleet Space,Australia,6U,x_cancelled,cancelled,IoT satellite network.,
Centauri-12,Fleet Space,Australia,6U,x_cancelled,cancelled,IoT satellite network.,
Centauri-13,Fleet Space,Australia,6U,x_cancelled,cancelled,IoT satellite network.,
Centauri-14,Fleet Space,Australia,6U,x_cancelled,cancelled,IoT satellite network.,
Centauri-15,Fleet Space,Australia,6U,x_cancelled,cancelled,IoT satellite network.,
CEPHEUS,Solar MEMS (Test In Space),Spain,3U,x_cancelled,cancelled,Educational and research project with multiple payloads including fuel cell system.,
Ceres 1 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
Ceres 2 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
Ceres 3 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
Ceres 4 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
Ceres 5 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
Ceres 6 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
Ceres 7 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
Ceres 8 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
Ceres 9 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
Ceres 10 (Arkyd-100),Planetary Resources,US,12U,x_cancelled,cancelled,Constellation for weekly hyperspectral and mid-wave infrared data.,
ChargerSat-2,University of Alabama,US,2U,x_cancelled,cancelled,Conduct relevant microgravity science on boiling properties in extreme microgravity.,
CHASQUI-B (CHASQUI-II),National University of Engineering,Peru,1U,x_cancelled,cancelled,"Monitor the disappearance of the Plasmaspheric Hiss and the weakening of the geomagnetic field in the South Atlantic Magnetic Anomaly region, due to geomagnetic storms caused by interplanetary shocks.",
CHIRad-Sat,Concordia University,Canada,3U,x_cancelled,cancelled,Test hyperspectral camera for dust measurements and study the effect of climate change in the Kluane Lake region.,
CHiRP,NASA Jet Propulsion Laboratory,US,6U,x_cancelled,cancelled,Study Ionospheric dispersion of Radio Pulses.,
CINEMA 4,University of California,US,3U,x_cancelled,cancelled,Space weather measurements measuring electron and ions in the range of 2-200 keV.,
CIRAS (CubeSat Infrared Atmospheric Sounder),NASA Jet Propulsion Laboratory,US,6U,x_cancelled,cancelled,Enable hyperspectral infrared atmospheric sounding to measure temperature and water vapour.,
CIRCUS (Characterization of the Ionosphere using a Radio receiver on a CUbeSat),Université Pierre et Marie Curie,France,2U,x_cancelled,cancelled,Study in situ I / F layer of the ionosphere using a radio receiver and to measure the plasma power spectrum.,
"Cislunar Explorers (3UA, 3UB)",Cornell University,US,6U,x_cancelled,cancelled,Demonstrate using water as propellant.,
CLE A (Netherlands China Low Frequency Explorer),ISISpace,Netherlands,12U,x_cancelled,cancelled,3 satellites with intersatellite link for real time interferometry and Lunar Radio Astronomy.,
CLE B (Netherlands China Low Frequency Explorer),ISISpace,Netherlands,12U,x_cancelled,cancelled,3 satellites with intersatellite link for real time interferometry and Lunar Radio Astronomy.,
CLE C (Netherlands China Low Frequency Explorer),ISISpace,Netherlands,12U,x_cancelled,cancelled,3 satellites with intersatellite link for real time interferometry and Lunar Radio Astronomy.,
Compact optical EO demo,ESA (European Space Agency),France,3U,x_cancelled,cancelled,Compact optical EO demo.,
Compact RF EO demo,ESA (European Space Agency),France,3U,x_cancelled,cancelled,Compact RF EO demo.,
CONASAT A,National Institute for Space Research,Brazil,8U (2Ux2Ux2U),x_cancelled,cancelled,Gather environmental data collected and transmitted to satellite by remote platforms on ground.,
CONASAT B,National Institute for Space Research,Brazil,8U (2Ux2Ux2U),x_cancelled,cancelled,Gather environmental data collected and transmitted to satellite by remote platforms on ground.,
Consat-1,Concordia University,Canada,3U,x_cancelled,cancelled,Study the South Atlantic Anomaly.,
Constellation Pathfinder,Boston University,US,1 kg,x_cancelled,cancelled,Demonstrate CubeSat platform technologies.,
COPPER 2 (Close Orbiting Propellant Plume and Elemental Recognition),Saint Louis University,US,3U,x_cancelled,cancelled,Reflight of COPPER to demonstrate compact uncooled microbolometer array to take infrared images of Earth’s oceans and atmosphere.,
COURIER SEP DEMO (Exoterra CubeSat),Exoterra Resource,US,12U,x_cancelled,cancelled,Demonstrate compact and high impulse solar electric propulsion module.,
"CP14 (ADE, Aerodynamic Deorbit Experiment)",California Polytechnic State University (Cal Poly),US,1U,x_cancelled,cancelled,Demonstrate the viability of a deployable drag sail for deorbiting.,
CRaBSS (Characterizing Radiation Belt Sources and Sinks),NASA Goddard Space Flight Center,US,6U,x_cancelled,cancelled,Characterizing Radiation Belt Sources and Sinks.,
Cresst Dream Comet,University of Cambridge,US,3U,x_cancelled,cancelled,Demonstrate new propulsion system.,
"CRON-1 (NanoMirax, nanoMIRAX)",CRON Systems and Technology,Brazil,2U,x_cancelled,cancelled,Measure the hard X-ray diffuse emission in LEO orbit and test novel X-ray detector technology in space.,
CryoCube 2,NASA Kennedy Space Center,US,3U,x_cancelled,cancelled,"CryoCube-2: Stratification, Mixing, and Slosh of a Cryogenic Fluid in Microgravity.",
CS-1,University of Melbourne,Australia,12U,x_cancelled,cancelled,,
CSIP,Air Force Research Laboratory (AFRL),US,3U,x_cancelled,cancelled,Technology demonstration.,
CSIROSat-1,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Australia,3U,x_cancelled,cancelled,Infrared imaging and advanced on-board data processing.,
CSTB-3,Boeing,US,3U,x_cancelled,cancelled,Demonstrate advanced CubeSat platform.,
CTAAP (CubeSat To Accept Any Payload ),University of North Dakota,US,1U,x_cancelled,cancelled,Educational training and CubeSat platform demonstration.,
CU-E3 (Colorado University Earth Escape Explorer),University of Colorado Boulder,US,6U,x_cancelled,cancelled,Advancing deep space CubeSat communication techniques in heliocentric orbit.,
Cu-REO,University of Petroleum and Energy Studies (UPES),India,1U,x_cancelled,cancelled,Aid in prediction of the earthquakes prior to their occurrence.,
Cuballute,Bundeswehr University Munich,Germany,3U,x_cancelled,cancelled,CubeSat to Mars to probe the atmosphere using hypersonic drag balloon.,
CubeSAIL,SSTL,UK,3U,x_cancelled,cancelled,Deploy a large (5x5 metre) aluminised Kapton sail using novel CFRP deployable booms.,
CubeSat Imaging Radar for Earth Science (CIRES),SRI International,US,16U,x_cancelled,cancelled,Miniaturized Synthetic Aperture Radar (SAR) payload for interferometric (InSAR) operation up to 500 km.,
CubeSat-UD,District University of Bogotá,Colombia,1U,x_cancelled,cancelled,Educational training and telemedicine pilot project.,
CubeSTAR,University of Oslo,Norway,2U,x_cancelled,cancelled,Demonstrate novel Langmuir probe system for determination of absolute electron density in ionospheric plasma.,
CubETH,ETH Zurich (Federal Institute of Technology),Switzerland,1U,x_cancelled,cancelled,Capable of calculating its own altitude and position in space with unprecedented precision.,
CuSPP,Southwest Research Institute,US,3U,x_cancelled,cancelled,Demonstrate a novel miniaturized Suprathermal Ion Sensor to measure solar energetic particles.,
czCube,czCube,Czechia,1U,x_cancelled,cancelled,Demonstrate CubeSat platform technologies.,
CzechTechSat,Czech Technical University of Prague,Czechia,1U,x_cancelled,cancelled,Test various technologies for CubeSat subsystems.,
DAC0,Romanian InSpace Engineering,Romania,1U,x_cancelled,cancelled,Perform self training in small satellites and satellite communications and investigations on a precise positioning system for space.,
DANU 1 (AISTECHSAT),Aistech,Spain,2U,x_cancelled,cancelled,Commercial constellation for ADS-B and IoT/M2M.,
DANU 2 (AISTECHSAT),Aistech,Spain,2U,x_cancelled,cancelled,Commercial constellation for ADS-B and IoT/M2M.,
DANU 3 (AISTECHSAT),Aistech,Spain,2U,x_cancelled,cancelled,Commercial constellation for ADS-B and IoT/M2M.,
DANU 4 (AISTECHSAT),Aistech,Spain,2U,x_cancelled,cancelled,Commercial constellation for ADS-B and IoT/M2M.,
DANU 5 (AISTECHSAT),Aistech,Spain,2U,x_cancelled,cancelled,Commercial constellation for ADS-B and IoT/M2M.,
